content_ko	content_en
항상 10분 늦게 도착하는 것과 30분 일찍 도착하는 것 중 무엇을 선택하겠습니까?	Would you rather always be 10 minutes late or 30 minutes early?
생일에 어딘가로 가는 것과 무언가를 받는 것 중 무엇을 선택하겠습니까?	For your birthday, would you rather go somewhere or get something?
가장 미친 짓을 한 적은 언제인가요?	What is one of the craziest things you've ever done?
세월이 흐르면서 당신은 어떻게 변했나요?	How do you think you've changed through the years?
제가 차라면 어떤 차일까요? (그룹이 당신에 대해 답할 것입니다)	If I were a car, what car would I be? (The group will answer this about you)
죽을 뻔한 경험은 언제였나요?	When was the closest you've ever come to dying?
제가 신발이라면 어떤 신발일까요? (그룹이 당신에 대해 답할 것입니다)	If I were a pair of shoes, what kind would I be? (The group will answer this about you)
이 방의 누군가에 대한 첫인상은 어땠나요?	What was your first impression of someone in this room?
가장 캐릭터에 어울리지 않는 일을 한 적이 있나요?	What's the most out-of-character thing you've ever done?
가장 큰 후회는 무엇인가요?	What is your biggest regret?
이 방에서 가장 좋은 대통령이 될 사람은 누구인가요? (당신 자신을 선택할 수 없습니다)	Who in this room would make the best president? (You can't choose yourself)
마지막으로 울었던 때는 언제였나요?	When was the last time you cried?
마지막으로 정말 화가 났던 때는 언제였나요?	When was the last time you were really angry?
가장 무서웠던 순간은 무엇인가요?	What was one of the scariest moments of your life?
가장 어색했던 순간은 무엇인가요?	What was one of the most awkward moments of your life?
여기에서 자신의 행사에 두 시간 늦게 올 가능성이 가장 높은 사람은 누구인가요?	Who here is the most likely to be two hours late to their own event?
여기에서 정치적으로 가장 올바른 사람은 누구인가요? 가장 올바르지 않은 사람은 누구인가요?	Who here is the most politically correct? Who is the least politically correct?
완전히 잘못 판단했던 사람은 누구인가요?	Who is someone that you completely misjudged?
여기에서 고아원을 열 가능성이 가장 높은 사람은 누구인가요?	Who here is most likely to open an orphanage?
역사 속 한 사건을 목격할 수 있다면 무엇을 선택하겠습니까?	If you could witness one event in history, what would it be?
가장 과대평가된 레스토랑은 무엇인가요?	What is the most overrated restaurant?
새로운 삶에서 가장 부유한 사람이 될 수 있다면 인생을 다시 시작하시겠습니까?	Would you start your life all over again if, in your new life, you would be the richest person alive?
이성이 되는 것에 대해 가장 어려운 점은 무엇인가요?	What would be the most challenging thing about being the opposite sex?
10년 전 알았으면 좋았을 것은 무엇인가요?	What is something you wish you would have known 10 years ago?
여기에서 인플루언서가 될 가능성이 가장 높은 사람은 누구인가요?	Who here is most likely to become an influencer?
당신에 대한 고정관념 중 사실인 것은 무엇인가요?	What stereotype about you is true?
오리 크기의 코끼리 50마리와 코끼리 크기의 오리 한 마리와 싸우는 것 중 무엇을 선택하겠습니까?	Would you rather fight 50 duck-sized elephants or one elephant-sized duck?
이 방의 각 사람에게 닮은 연예인을 선택하십시오.	Pick a celebrity look-alike for each person in the room.
올림픽에서 내일 경기에 출전해야 한다면 어떤 종목에서 이길 수 있을 것 같습니까?	If you had to compete in the Olympics tomorrow, what event do you think you could win?
이 방의 각 사람을 한 단어로 설명하십시오.	Pick one word to describe each person in the room.
토끼 크기의 동물 중 가장 귀여운 것은 무엇인가요?	What animal would be the cutest if it were the size of a rabbit?
역사 속 누구에게 질문을 할 수 있다면 누구를 선택하겠습니까? 어떤 질문을 하겠습니까?	If you could ask a question to anyone in history, who would you choose, and what question would you ask?
세계의 누구와 24시간 동안 몸을 바꿀 수 있다면 누구를 선택하겠습니까? 무엇을 하겠습니까?	If you could swap bodies with any person in the world for 24 hours, who would you choose, and what would you do?
화성에 무료로 갈 수 있다면 가겠습니까? 왜 또는 왜 아닙니까?	If you could go to Mars for free, would you go? Why or why not?
어떤 미스터리의 진실을 알고 싶습니까?	If you could know the truth about any mystery, which would it be?
당신이 좋아한다고 인정하기 부끄러운 영화는 무엇인가요?	What's a movie that you're embarrassed to admit you like?
현 대통령보다 더 잘할 수 있다고 생각하십니까? 왜 또는 왜 아닙니까?	Do you think you could do a better job than the current president? Why or why not?
이 방의 누군가와 인생을 바꿔야 한다면 누구와 바꾸겠습니까? 왜요?	If you had to trade lives with someone in this room, who would you trade with? Why?
평생 하나의 노래만 들을 수 있다면 무엇을 선택하겠습니까?	If you could only listen to one song for the rest of your life, what would it be?
어떤 음모 이론을 믿나요?	Do you believe in any conspiracy theories?
다음 중 하나 이상을 믿습니까: 유령, 외계인, 빅풋?	Do you believe in one or more of the following: Ghosts, aliens, Bigfoot?
전혀 잠을 자지 않아도 된다면 매일 밤 추가 시간으로 무엇을 하겠습니까?	If you didn't need to sleep at all, what would you do with all the extra time each night?
과거로 돌아가서 논쟁에서 무조건 이길 수 있다면 어떤 논쟁을 선택하고 왜 그 논쟁을 선택하겠습니까?	If you could go back in time and unquestionably win any argument you've had, what argument would you choose to win and why?
어떤 사회 규범이 어리석다고 생각합니까?	What social norm do you think is stupid?
당신이 가진 무작위 공포는 무엇인가요?	What is a random fear that you have?
두 동물의 소리를 바꿀 수 있다면 어떤 두 동물을 선택하겠습니까?	If you could switch the sounds that two animals make, which two would you choose?
어떤 이상한 것을 사회적으로 받아들일 수 있게 만들겠습니까?	What weird thing would you make socially acceptable if you could?
어떤 회사의 CEO가 되고 싶습니까?	If you could be the CEO of any company, what company would you choose?
죽은 사람 중 5년 더 살 수 있게 만들 사람은 누구인가요?	Who would you bring back from the dead to live for 5 more years if you could?
다른 사람의 집에서 본 가장 이상한 것은 무엇인가요?	What was the weirdest thing you saw in someone else's home?
당신은 얼마나 위험을 감수하는 사람인가요?	How much of a risk-taker are you?
어떤 교훈을 어려운 방법으로 배웠습니까?	What lesson did you learn the hard way?
작은 불편함이 당신을 화나게 합니까?	What minor inconvenience enrages you?
나쁜 룸메이트나 집 손님을 가진 적이 있습니까?	Have you ever had a bad roommate or house guest?
당신이 해낸 가장 창의적인 일은 무엇인가요?	What is the most creative feat you've performed?
계획하는 것과 즉흥적인 것 중 어느 것을 선호하십니까?	Do you prefer planning things out or being spontaneous?
집에서 가장 좋아하는 방은 어디인가요?	Which room in your home is your favorite?
당신의 직업과 다른 직업 중 어떤 직업이 관심이 있습니까?	What profession (different from your own) interests you?
입양되었다면 생물학적 부모를 찾고 싶습니까? 입양을 고려한 적이 있습니까?	If you were adopted, would you want to find your biological parents? Have you ever considered adopting?
아이였을 때의 어떤 점이 가장 그리운가요?	What about being a kid do you miss the most?
사랑하는 작은 마을은 어디인가요?	What small town do you love?
당신은 머리로 더 많이 행동하나요 아니면 마음으로 더 많이 행동하나요?	Do you operate more by your head or your heart?
세상이 전반적으로 더 좋아지고 있다고 생각하십니까 아니면 더 나빠지고 있다고 생각하십니까?	Do you think the world is getting better or worse in general?
최근에 당신의 삶에서 빠진 것은 무엇인가요?	What is missing from your life lately?
가장 어린 시절의 기억 중 하나는 무엇인가요?	What is one of your earliest memories?
사회에 기여하는 것이 중요하다고 생각합니까?	Do you think it's important to contribute to society?
무엇을 수집합니까?	Do you collect anything?
세계의 지배자라면 어떤 미친 짓을 하겠습니까?	If you were the ruler of the world, what crazy stuff would you do?
가장 좋아하는 장소는 어디인가요?	Where is your favorite spot to hang out?
다른 사람들과 시간을 보내는 것에서 가장 즐기는 것은 무엇인가요?	What do you enjoy most about spending time with other people?
당신의 가장 친한 친구에 대해 무엇을 사랑합니까?	What do you love about your best friend?
가장 좋아하는 냄새는 무엇인가요?	What is your favorite smell?
너무 두려워서 시도하지 않은 기회는 무엇인가요?	What is an opportunity you were too afraid to take?
어렸을 때 용돈을 받았나요? 아이들에게 용돈을 주는 것이 좋다고 생각하나요?	Did you have an allowance as a kid? Do you think kids should have allowances?
감사한 것은 무엇인가요?	What's something you are grateful for?
어렸을 때 자주 갔던 장소는 어디인가요?	What place do you remember going to a lot as a kid?
사랑하지만 짜증나는 것은 무엇인가요?	What's something you love that can be frustrating?
비 오는 오후를 보내는 가장 좋은 방법은 무엇인가요?	What's the best way to spend a rainy afternoon?
과거, 현재, 미래 중 어떤 것에 대해 더 많이 생각하십니까?	Do you spend more time thinking about the past, the present, or the future?
저녁을 함께하고 싶은 유명인 또는 영향력 있는 인물은 누구입니까?	Which celebrity or influential figure would you love to have dinner with?
내일 깨어났는데 다른 사람은 모두 사라졌다면 무엇을 하겠습니까?\	What would you do if you woke up tomorrow and everyone else was gone?
가장 아름다운 장소는 어디였나요?	What was the most beautiful place you've been to?
배를 가지고 있다면 이름을 무엇으로 짓겠습니까?	What would you name your boat if you had one?
비이성적인 두려움은 무엇인가요?	What irrational fear(s) do you have?
어렸을 때 믿었던 가장 이상한 것은 무엇인가요?	What's the weirdest thing you believed as a kid?
가진 별명은 무엇인가요? 사람들에게 별명을 지어주나요?	What nicknames have you had? Do you give people nicknames?
어린 시절의 정의하는 냄새는 무엇인가요?	If your childhood had a defining smell, what would it be?
10점 만점에 10점을 줄 수 있는 것은 무엇인가요?	What would you rate 10/10?
친구가 소개해 준 멋진 것은 무엇인가요?	What awesome thing were you introduced to by a friend?
당신은 음악적 재능이 있습니까? 음악이 당신의 삶에서 얼마나 중요한가요?	Are you musically talented? How important is music in your life?
가장 이상한 꿈은 무엇이었나요? 반복되거나 명료한 꿈을 꾸나요?	What's the strangest dream you've had? Do you ever have recurring or lucid dreams?
묘비에 웃긴 것을 적는다면 무엇을 적겠습니까?	If you were to put something silly on your tombstone, what would it be?
가장 당황스러운 경험은 무엇이었나요?	What was one of the most embarrassing things that happened to you?
$1,000 상품권을 받기 가장 싫은 가게는 어디인가요?	Which store would be the worst to have a $1,000 gift card for?
개인 깃발을 가지고 있다면 무엇이 그려져 있을까요?	If you had a personal flag, what would be on it?
향후 10년 동안 가장 기대되는 것은 무엇인가요?	What are you most looking forward to in the next 10 years?
가장 부적절한 시기에 웃음을 멈출 수 없었던 적은 언제인가요?	When was the most inappropriate time you couldn't stop laughing?
가장 이상한 대화는 무엇이었나요?	What was one of the weirdest conversations you've ever had?
마지막 식사로 무엇을 선택하시겠습니까?	What would you choose for your last meal?
변하지 않기를 바라는 것은 무엇인가요?	What do you hope will never change?
당신은 정직한가요 아니면 친절한가요?	Are you most often honest or kind?
부모님의 어떤 말이 수년간 마음에 남아 있습니까?	What comment from a parent has stuck with you for years?
한 달 동안 독방에 갇혀 있다면 어떻게 정신을 유지하려고 노력하시겠습니까?	If you were forced into a month of solitary confinement, how would you try to stay sane?
유명해지고 싶습니까?	Would you like to be famous?
가장 기억에 남는 신체 기능은 무엇인가요?	What's the most memorable bodily function you've had?
가족에 대해 사랑하는 것은 무엇인가요?	What do you love about your family?
독서를 좋아합니까? 그렇다면 무엇을 읽는 것을 좋아하나요?	Do you enjoy reading? If so, what do you like to read?
우리가 처음 만났을 때 저에 대해 어떻게 생각했나요?	What did you think of me when we first met?
증거가 거의 없거나 전혀 없는데도 믿는 것은 무엇인가요?	What do you believe in despite having little or no proof?
즉시 마스터하고 싶은 악기는 무엇인가요?	Which musical instrument do you wish you could master instantly?
다른 사람들로부터 조언을 받는 것을 좋아합니까? 그렇다면 누구에게 조언을 구하나요?	Do you like getting advice from other people? If so, who do you go to for advice?
인류가 지구 외의 행성에서 살게 될 것이라고 생각하나요?	Do you think humans will ever live on a planet other than Earth?
가장 좋아하는 애니메이션 영화는 무엇인가요?	What's your favorite animated movie?
가장 최악의 패션 트렌드는 무엇인가요?	What is the worst fashion trend ever?
어떤 동물의 생활 방식이 당신의 생활 방식과 가장 비슷한가요?	What animal's lifestyle most closely resembles your own?
가장 재미있는 약물 관련 이야기는 무엇인가요?	What's your funniest substance-related story?
삶을 어떻게 바라봅니까?	How do you keep life in perspective?
사람들이 듣고 놀랄 만한 사람이나 그룹은 누구인가요?	What person or group are you a fan of that people would be surprised to hear?
"가족 중에 ""캐릭터""로 묘사할 사람은 누구인가요?"	"Who in your family would you describe as a ""character""?"
여행을 떠올리게 하는 음악은 무엇인가요?	What music makes you think of traveling?
모든 사람들이 한 번쯤 해봐야 한다고 생각하는 것은 무엇인가요?	What's something you believe everyone should do at least once?
어렸을 때 친구 집에서 자면서 기억나는 것은 무엇인가요?	What do you remember about sleeping over at a friend's house when you were young?
이름을 바꿔야 한다면 무엇으로 바꾸겠습니까?	If you had to change your name, what would you change it to?
최근에 놀란 것은 무엇인가요?	What's something that surprised you recently?
나이를 느끼게 하는 것은 무엇인가요?	What makes you feel old?
최근에 가장 큰 행복을 주는 것은 무엇인가요?	What is bringing you the most happiness lately?
가장 용감한 사람의 행동은 무엇이었나요?	What's the bravest thing you've seen someone do?
향후 몇 개월간의 계획은 무엇인가요?	What are your plans for the next few months?
가장 좋아하는 욕설은 무엇인가요? 가장 공격적인 욕설은 무엇이라고 생각하나요?	Which curse word is your favorite? Which one do you think is the most offensive?
과거로 돌아가서 되돌리고 싶은 것은 무엇인가요?	If you could go back in time, what's something you would undo?
지난 주에 배운 것은 무엇인가요?	What's something you've learned in the last week?
가장 자주 추는 춤은 무엇인가요? 춤을 잘 추시나요?	What's your go-to dance move? Are you a good dancer?
첫 키스에 대한 기억은 무엇인가요?	What do you remember about your first kiss?
우리의 우정 초기에 기억에 남는 추억은 무엇인가요?	What is one of your favorite memories from early in our friendship?
가장 많이 들은 앨범이나 노래는 무엇인가요?	What album or song have you listened to more than any other?
가장 좋아하는 운동 방법은 무엇인가요?	What's your favorite way to exercise?
첫 직업을 어떻게 구했나요? 얼마나 오래 일했나요?	How did you get your first job? How long did you work there?
뉴스에 나와야 한다면 어떤 이야기를 원하시겠습니까?	If you were to be on the news for something, what would you want the story to be about?
살고 싶은 책이나 영화 세계는 무엇인가요?	What book or movie universe would you choose to live in if you could?
도박이나 기회를 잡아 성공했던 적은 언제인가요?	When did you take a chance or gamble that paid off?
가장 좋아하는 이모나 삼촌은 누구인가요?	Who is your favorite aunt or uncle?
가장 좋아하는 생애 시기는 언제인가요?	Which period of your life do you look back on fondly?
어렸을 때 부모님께 혼난 기억은 무엇인가요?	Do you remember getting in trouble with your parents for anything you did as a kid?
모든 사람이 바보처럼 보이는 것은 무엇인가요?	What's something that everyone looks stupid doing?
더 알고 싶은 주제는 무엇인가요?	What subject would you like to learn more about?
다른 영화는 어떤 느낌을 줄 수 없는 영화는 무엇인가요?	What movie makes you feel something no other can?
어렸을 때 집착했던 것은 무엇인가요?	What were you obsessed with as a child?
당신은 얼마나 내성적입니까? 왜 그렇게 생각하나요?	How shy are you? Why do you think that is?
몇 시간이고 행복하게 할 수 있는 활동은 무엇인가요?	What activity could you happily do for hours and hours?
부모님이 당신의 이름을 어떻게 지었나요?	How did your parents decide what to name you?
최고의 것을 얻기 위해 더 많은 돈을 쓸 만한 것은 무엇인가요?	What's worth spending more money on to get the best?
좀비 아포칼립스에서 얼마나 유용할 것 같습니까?	How useful would you be in a zombie apocalypse?
사기를 당한 적이 있습니까? 그렇다면 무슨 일이 있었나요? 아니라면 어떻게 피하나요?	Have you fallen for a scam before? If so, what happened? If not, how do you avoid them?
애완동물을 몇 마리 키웠습니까? 이름은 무엇이었나요?	How many pets have you had, and what were their names?
지난 주에 당신을 짜증나게 한 일은 무엇인가요?	What happened in the last week that annoyed you?
당신이 사는 곳에 대해 좋아하는 점은 무엇인가요?	What do you like about where you live?
당신의 성장 배경에서 독특했던 것은 무엇인가요?	What do you think was unique about your upbringing?
첫 번째 연예인 짝사랑은 누구였나요?	Who was your first celebrity crush?
가장 좋아하는 공룡은 무엇인가요? 가장 좋아하는 동물은 무엇인가요? 왜요?	What's your favorite dinosaur? WHat's your favorite animal? Why?
더 많은 시간을 내고 싶은 것은 무엇인가요?	What do you want to make more time for?
깨진 가장 비싼 것은 무엇인가요?	What's the most expensive thing you've broken?
최근에 당신을 성장하게 한 것은 무엇인가요?	What has forced you to grow recently?
어떻게 휴식을 취하는 것을 좋아하나요?	How do you like to relax?
가장 좋은 이야기가 담긴 흉터는 무엇인가요?	Which of your scars has the best story behind it?
미래에 현재 생활 방식에 대해 그리워할 것은 무엇인가요?	What might you miss in the future about your current lifestyle?
어린 시절에 배운 인생 교훈 중 오늘날 당신에게 영향을 미치는 것은 무엇인가요?	What life lesson did you learn as a kid that impacts who you are today?
부정적인 결과가 없다면 누구를 한 번 때리고 싶습니까?	Who would you enjoy slapping across the face if there were no negative consequences?
$20,000,000 개발 상금을 제안하고 싶은 발명품은 무엇인가요?	What invention would you offer a $20,000,000 development prize for if you had the money?
최악의 도로 여행은 무엇이었나요? 무슨 일이 있었나요?	What was your worst road trip? What happened?
아주 빨리 배워야 했던 적은 언제인가요?	When did you have to learn very quickly?
몸이 늙지 않는다면 영원히 살고 싶습니까?	Would you want to live forever if your body didn't get old?
미래 사회가 우리가 지금 살고 있는 방식에 대해 흥미롭거나 재미있다고 생각할 것은 무엇인가요?	What do you think future societies will find interesting or funny about how we live now?
여행 중 배운 것은 무엇인가요?	What's something you learned while traveling?
가장 좋아하는 작가나 영화 감독은 누구인가요? 그가 당신의 가장 좋아하는 이유는 무엇인가요?	Who's your favorite author or film director? What makes him or her your favorite?
당신의 경력 선택에 가장 큰 영향을 미친 사람은 누구인가요?	Who had the biggest impact on your career choice?
가장 많이 생각하는 것은 무엇인가요?	What do you spend the most time thinking about?
괴롭힘을 당한 적이 있나요?	Have you ever stood up to a bully?
삶에서 원하는 것은 무엇인가요?	What do you want from life?
가장 못생긴 의류 품목은 무엇인가요?	What's the ugliest item of clothing you've ever worn or owned?
긴 여행 후 집에 돌아오는 것에 대해 가장 좋아하는 점은 무엇인가요?	What's your favorite thing about coming home after a long trip?
다른 사람에게 깊이 감사했던 순간은 언제인가요?	When did you feel deeply appreciated by someone else?
가장 좋아하는 예술가(배우, 작가, 음악가, 화가 등)는 누구인가요?	Who is your all-time favorite artist (actor, author, musician, painter, etc.)?
정기적으로 너무 많은 돈을 쓰는 것은 무엇인가요?	What do you regularly spend too much money on?
어렸을 때 형제자매(또는 외동이라면 사촌)와 시간을 어떻게 보냈나요?	How did you spend time with your siblings (or cousins if you are an only child) when you were little?
언젠가 참석하고 싶은 행사는 무엇인가요?	What event would you like to attend one day?
열정이 있습니까? 있다면 무엇입니까? 없다면 열정이 있기를 바라나요?	Do you have a passion? If so, what? If not, do you wish you had one?
당신의 삶에서 가장 중요한 숫자는 무엇인가요?	What's the most significant number in your life?
가장 인상적인 운동 성과는 무엇인가요?	What is the most impressive athletic feat you've performed?
개인 셰프나 가정부 중 누구를 선택하시겠습니까?	Would you rather have a personal chef or a maid?
어린 시절 가장 좋아했던 음식은 무엇인가요?	What was your favorite childhood meal?
당신의 삶이 생각했던 것과 어떻게 다른가요?	How is your life different from how you thought it would be?
가장 싫어하는 집안일은 무엇인가요?	What's the worst chore?
가장 신비로운 사람은 누구인가요?	Who is the most mysterious person you know?
불확실성을 잘 다루십니까?	Are you good at dealing with uncertainty?
은행에 $10,000,000이 있다면 시간을 어떻게 보내겠습니까?	How would you spend your time if you had $10,000,000 in the bank?
첫인상은 얼마나 중요한가요? 첫인상을 잘못 만든 적이 있습니까?	How important are first impressions? When did you make a bad first impression?
없앨 수 있다면 어떤 휴일을 없애겠습니까?	Which holiday would you get rid of if you could?
우주로 가는 것과 바다 밑으로 가는 것 중 무엇을 선택하시겠습니까?	Would you rather go to space or the bottom of the ocean?
야드 세일에서 산 최고의 물건은 무엇인가요?	What was the best thing you bought at a yard sale?
고향에서 가장 좋아하는 지역 행사는 무엇인가요?	What's your favorite local event in your hometown?
야외 활동을 즐기십니까? 캠핑을 얼마나 많이 해보셨나요?	Do you enjoy the outdoors? How much camping have you done?
나이가 들면서 더 두려워지는 것은 무엇인가요?	What do you get more afraid of as you get older?
경고 라벨을 가지고 있다면 무엇을 쓸 것인가요?	If you had a warning label, what would it say?
종말을 생존하기 위해 함께 팀을 이루고 싶은 실제로 아는 두 사람은 누구인가요?	Which 2 people (that you actually know) would team up with to try to survive an apocalypse?
많은 시간을 낭비하는 것은 무엇인가요?	What do you waste a lot of time on?
가장 특이한 관심사는 무엇인가요?	What's the most obscure subject you're interested in?
학교에서 가장 나빴던 날은 무엇인가요?	What was the worst day of school you ever had?
한 번 했던 직업에 대해 그리운 점은 무엇인가요?	What do you miss about a job you once had?
가장 위험한 일은 무엇이었나요?	What was the most dangerous thing you've done?
학교에서 가장 좋아했던 과목은 무엇인가요? 가장 싫어했던 과목은 무엇인가요?	What was your favorite subject in school? What was your least favorite?
어머니에 대한 최고의 기억은 무엇인가요?	What's one of your best memories of your mom?
당신이 좋아하는 사람 앞에서 가장 당황스러운 일은 무엇이었나요?	What was one of the most embarrassing things you did in front of someone you had a crush on?
이 세상에는 두 종류의 사람이 있습니다. 그것은 무엇입니까?	There are two types of people in this world. What are they?
극복한 두려움은 무엇인가요?	What fear have you overcome?
더 이상 환영받지 못하는 곳은 어디인가요? 어떻게 알았습니까?	Where are you no longer welcome? How do you know?
당신이 잘할 것 같지 않은 직업은 무엇인가요?	What job would you be terrible at?
첫 연인을 어떻게 만났나요?	How did you meet your first romantic interest?
한 분야에서 최고의 전문가가 될 수 있다면 어떤 분야를 선택하시겠습니까?	If you could become the number one expert in a field, which field would you choose?
고등학교 시절 당신은 어떤 사람이었나요?	What were you like during high school?
가장 인내심이 많은 사람은 누구인가요? 더 인내심이 많기를 바라나요?	Who is the most patient person you know? Do you wish you were more patient?
가장 멀리 간 곳은 어디인가요?	What was the furthest away from home you've ever been?
사람들이 당신의 신뢰를 얻기 위해 해야 할 일은 무엇인가요?	What do people need to do to gain your trust?
청결에 대한 애착이 있습니까?	Do you have any cleanliness pet peeves?
당신에게 가장 중요한 게임이나 스포츠는 무엇인가요?	What game or sport matters the most to you?
당신을 가장 잘 설명하는 단어는 무엇인가요?	What single word best describes you?
좋은 일을 하도록 동기를 부여하는 것은 무엇인가요?	What motivates you to do good work?
가장 무서운 영화 괴물은 무엇인가요?	What movie monster scares you the most?
어떤 언어를 배우고 싶나요?	Which other language would you like to know?
이상적인 여행 동반자는 누구인가요? 당신이 여행하기 좋은 사람인 이유는 무엇인가요?	Who is your ideal travel companion? What makes you a good person to travel with?
새로운 사람을 만나는 가장 좋아하는 방법은 무엇인가요?	What's your favorite way to meet new people?
가족이 반대한 선택은 무엇인가요?	What choice did you make that your family disapproved of?
당신의 죄책감은 무엇인가요?	What is your guilty pleasure?
긴장했지만 실제로 잘 풀린 것은 무엇인가요?	What were you nervous about but actually turned out well?
가장 좋아하는 요일은 무엇인가요? 가장 좋아하는 달은 무엇인가요?	What's your favorite day of the week? What's your favorite month of the year?
절대 먹지 않을 것은 무엇인가요?	What is something you absolutely wouldn't eat?
가장 좋아하는 꽃이나 식물은 무엇인가요?	What's your favorite flower or plant?
모든 전자 제품이 영원히 작동하지 않는다면 어떻게 다르게 살겠습니까?	How would you live differently if all electronics stopped working forever?
하나의 법을 통과시킬 수 있다면 무엇을 통과시키겠습니까?	If you could get one law passed, what would it be?
가장 싫었던 도시나 마을은 어디인가요?	What's the worst city or town you've ever been in?
시도해보고 싶은 허구의 음식은 무엇인가요?	What is one fictional food you'd like to try?
할아버지와 함께한 최고의 기억은 무엇인가요?	What's one of your best memories of one of your grandfathers?
다른 나라로 이사할 수 있다면 어디로 가겠습니까?	If you could move to any other country, where would you go?
당신의 초등학교 시절 가장 생생한 기억은 무엇인가요?	What's one of your most vivid memories from elementary school?
가장 싫어하는 영화 장르는 무엇인가요?	What is your least favorite movie genre?
바라던 일이 있었는데, 막상 일어나고 나니 싫었던 일이 있나요?	Is there something you wanted to happen but disliked once it did?
누군가에게 말하기 불편했던 일이 있었나요?	What's an uncomfortable thing you had to tell someone?
당신이 알고 있는 가장 이른 조상은 누구입니까?	Who is your earliest ancestor that you know something about?
지금 당신의 삶에서 가장 큰 기회는 무엇인가요?	What's your biggest opportunity in your life right now?
어렸을 때 부모님이 여전히 이야기하는 것은 무엇인가요?	What did you do as a child that your parents still talk about?
행복은 얼마나 중요한가요? 더 중요한 것이 있나요?	How important is happiness? Are some things even more important?
가장 소중한 소유물은 무엇인가요? 왜 그것이 중요한가요?	What is your most treasured possession? Why is it important to you?
가장 자랑스러운 성취는 무엇인가요?	What is your proudest accomplishment?
가장 초현실적이거나 설명할 수 없는 경험은 무엇인가요?	What's the most surreal or unexplainable thing you've experienced?
가장 맛있었던 식사는 무엇인가요?	What was the best meal you've ever had?
당신이 좋아하는 나라의 한 가지는 무엇인가요?	What's one thing you like about your country?
사람들에 대해 가장 놀라운 점은 무엇인가요?	What surprises you the most about people?
사업을 시작한다면 어떤 종류의 사업을 하겠습니까?	If you were going to start a business, what kind would it be?
여행에서 가장 즐기는 점은 무엇인가요? 여행을 좋아하지 않는다면 그 이유는 무엇인가요?	What do you enjoy most about traveling? Or if you don't like traveling, why not?
당신의 꿈의 집이 특별한 점은 무엇인가요?	What's special about your dream home?
초등학교에서 가장 좋아했던 것은 무엇인가요?	What was your favorite thing about elementary school?
세상에서 가장 나쁜 노래는 무엇인가요?	What's the worst song in the world?
기억에 남는 선물은 무엇인가요?	What memorable gift have you received or given?
첫 차에 대해 좋아했던 점 하나는 무엇인가요?	What was one thing you liked about your first car?
당신이 까다롭게 구는 것은 무엇인가요?	What are you picky about?
가장 인상 깊었던 여행 경험은 무엇인가요?	What trip or travel experience has most affected your life so far?
삶을 가장 풍부하게 사는 사람은 누구인가요?	Who do you know who lives life to the fullest?
돈이 주어진다면 어떤 종류의 박물관을 열겠습니까?	What kind of museum would you open if you were given the money for it?
하나의 질문에 대한 절대적인 진실을 알 수 있다면 무엇을 묻겠습니까?	If you could know the absolute truth about one question, what would you ask?
평균 하루 중 가장 안 좋은 부분은 무엇인가요?	What's the worst part of your average day?
나이가 들면서 기대되는 것은 무엇인가요?	What do you look forward to about getting old?
가장 의외의 사람들과 어울렸던 적은 언제였나요?	What was the most unlikely crowd of people you hung out with?
당신의 어린 시절을 어떻게 설명하시겠습니까?	How would you describe your childhood?
어떤 종류의 음악을 좋아하나요? 시간이 지남에 따라 취향이 어떻게 변했나요?	What kind of music do you like? How have your tastes changed over time?
현재보다 여행을 더 많이 하고 싶나요, 덜 하고 싶나요?	Would you like to travel more or less than you currently do?
친구에게 설득해서 하게 한 가장 어리석은 일은 무엇인가요?	What was a stupid thing you convinced a friend to do?
친구에게 가장 중요한 특성은 무엇인가요?	What's the most important trait for a friend to have?
아직도 즐기는 어린애 같은 것은 무엇인가요?	What childish thing do you still enjoy?
당신을 겁먹게 하거나 측정하기 어려운 사람은 누구인가요?	Who intimidates you or is hard to measure up to?
가장 기억에 남는 칭찬은 무엇인가요?	What was the best compliment you ever received?
사람들이 더 자주 서로에게 해야 할 말은 무엇인가요?	What should people say to each other more often?
가장 좋아하는 레스토랑에 대해 무엇을 사랑하나요?	What do you love about your favorite restaurant?
당신에게 가장 큰 영향을 미친 책, TV 프로그램, 영화, 음악은 무엇인가요?	What book, TV show, movie, or music has had the biggest impact on you?
버킷리스트에서 가장 중요한 것은 무엇인가요?	What's the #1 thing on your bucket list?
가장 좋아하는 대도시는 어디인가요?	What's your favorite big city?
첫눈에 반하는 사랑을 믿나요?	Do you believe in love at first sight?
중요한 새해 결심이나 목표를 달성한 적이 있나요?	When did you accomplish a New Years Resolution or goal that was important to you?
매주 추가로 $100의 용돈이 생긴다면 무엇을 하겠습니까?	What would you do with an extra $100 of spending money per week?
가장 아팠던 때는 언제였나요?	When were you the sickest you've ever been?
좋은 선생님이 될 것 같나요? 어떤 과목을 가르치겠습니까?	Do you think you would be a good teacher? Which subject would you teach?
TV 게임 쇼에 출연하고 싶습니까? 어떤 쇼에 출연하고 싶습니까?	Would you want to be on a TV game show? Which one?
다시는 하지 않을 일은 무엇인가요?	What's something you will NEVER do again?
곤란함으로 거의 죽을 뻔한 적이 있습니까?	Have you ever almost died from awkwardness?
갖고 싶은 초능력은 무엇인가요?	What superpower would you love to have?
어렸을 때 비밀 은신처가 있었나요?	Did you have a secret hiding place when you were a kid?
