content_ko	content_en
Would you rather learn a language or learn to code?	프로그래밍 언어를 배우는 것 vs 외국어를 배우는 것, 어느 것이 더 나은가?
What's a hobby that takes up way too much of your time?	너무 많은 시간을 소비하게 만드는 취미는?
If you had to pick up a sport, which one would it be?	어떤 스포츠를 새롭게 시작해 보고 싶은가?
What's a creative project you've always wanted to do?	언젠가 꼭 도전해 보고 싶은 창작 프로젝트는?
If you could bring back any canceled show, which would it be?	다시 부활했으면 하는 종영된 TV 쇼는?
Is it better to be lucky or skilled?	운이 좋은 것이 더 중요한가, 아니면 실력이 더 중요한가?
Would you rather be able to read minds or control time?	다른 사람의 마음을 읽을 수 있는 능력 vs 시간을 조종할 수 있는 능력, 어느 것이 더 좋은가?
What's a movie you think is overrated?	모두가 좋아하는데 나만 이해 못 하는 영화는?
What's a TV show you wish more people talked about?	더 많은 사람들이 봤으면 하는 TV 쇼는?
If you could only listen to one artist for a year, who would it be?	1년 동안 한 가수의 음악만 들을 수 있다면, 누구를 선택할 것인가?
Do you prefer happy or sad endings in movies?	해피엔딩 vs 새드엔딩, 어떤 영화 결말을 선호하는가?
What's a book or series you could reread forever?	평생 반복해서 읽을 수 있는 책이나 시리즈는?
Who's a celebrity you think would be cool to hang out with?	친해지고 싶다고 생각하는 유명인은?
What's a trend from the past that you wish would come back?	다시 유행했으면 하는 과거의 트렌드는?
What's a song that always makes you emotional?	들을 때마다 감정을 북돋아 주는 노래는?
Do you prefer superhero movies or fantasy movies?	슈퍼히어로 영화 vs 판타지 영화, 어느 것을 더 좋아하는가?
If you could be in any fictional world, which one would you choose?	평생 한 가지 가상 세계에서 살아야 한다면, 어디를 선택할 것인가?
Is it more important to be liked or respected?	좋아하는 사람들에게 더 중요하게 여겨지는 것은, 존경받는 것 vs 사랑받는 것?
Is it more important to be kind or to be honest?	정직한 것이 더 중요한가, 아니면 친절한 것이 더 중요한가?
What's the most beautiful place you've ever been?	여태껏 가본 곳 중 가장 아름다웠던 곳은?
Have you ever taken a class just because it sounded interesting?	단순히 재미있어 보여서 수강했던 수업이 있는가?
Do you prefer working alone or in a group?	혼자 일하는 것이 더 좋은가, 아니면 팀으로 일하는 것이 더 좋은가?
Have you ever had a job you actually loved?	지금까지 해본 직업 중 가장 즐거웠던 것은?
What's one career path you would never choose?	절대 선택하지 않을 직업이 있다면?
If you could have your own business, what would it be?	자신만의 사업을 시작할 수 있다면, 어떤 분야에서 하고 싶은가?
Do you believe in the idea of a "dream job"?	꿈의 직업이라는 개념을 믿는가?
What's one skill they should teach in school but don't?	학교에서 반드시 가르쳐야 한다고 생각하는 기술은?
Have you ever had a teacher who completely changed the way you think?	완전히 새로운 시각을 가지게 만든 선생님이나 멘토가 있는가?
What's a work or school accomplishment you're really proud of?	학교나 직장에서 가장 자랑스러운 성취는?
What's a small moment of kindness you've never forgotten?	사소하지만 절대 잊지 못할 친절한 행동이 있는가?
What's the most meaningful friendship you've made online that carried over into real life?	온라인에서 시작된 우정이 실제 현실로 이어진 적이 있는가?
What's something about social media that older generations completely misunderstand?	소셜미디어에 대해 기성세대가 완전히 오해하고 있는 점이 있다면?
If you could switch bodies with someone for a day, who would it be?	하루 동안 다른 사람과 몸을 바꿀 수 있다면, 누구와 바꾸고 싶은가?
What's the most chaotic thing you've ever done?	지금까지 해본 것 중 가장 혼란스러웠던 경험은?
If you could only wear one color for the rest of your life, which one?	평생 한 가지 색상의 옷만 입어야 한다면, 어떤 색을 선택할 것인가?
What's a random phrase or word you overuse?	무의식적으로 너무 자주 쓰는 말이나 문구는?
If you had a secret identity, what would your alias be?	비밀스러운 이중 정체성을 가진다면, 내 가명(닉네임)은 무엇이 될 것인가?
What's something super embarrassing you did as a kid?	어릴 때 했던 가장 부끄러운 행동은?
If you had to rename yourself, what name would you pick?	다른 이름으로 살아야 한다면, 어떤 이름을 선택할 것인가?
If you had to be an animal for a week, which one would you choose?	일주일 동안 하나의 동물로 변해야 한다면, 어떤 동물을 선택할 것인가?
What's a completely useless fact you know?	완전히 쓸모없는 랜덤한 사실 하나를 말해 본다면?
What's one memory you'd never want to forget?	절대 잊고 싶지 않은 기억이 있는가?
Do you think technology has made it easier or harder to form genuine connections with people?	기술이 발달하면서 인간관계를 맺는 것이 쉬워졌는가, 아니면 더 어려워졌는가?
What's the most creative way you've used technology to stay connected with friends during difficult times?	어려운 시기에 친구들과의 관계를 유지하기 위해 사용한 가장 창의적인 방법은?
How has your relationship with social media changed as you've gotten older?	나이가 들면서 소셜미디어와의 관계가 어떻게 변했는가?
What's something you're still trying to unlearn?	아직도 버리지 못한 나쁜 습관이 있는가?
What's a quote or phrase that's stuck with you for a long time?	오랫동안 마음에 남아 있는 인상적인 명언이나 문구가 있다면?
What's one question you wish you had the answer to?	항상 궁금했지만 답을 알 수 없는 질문이 있다면?
Would you rather never need sleep or never need food?	평생 잠을 안 자도 되는 능력 vs 평생 음식을 안 먹어도 되는 능력, 어떤 것이 더 좋은가?
Do you prefer sunrise or sunset?	일출 vs 일몰, 어느 것이 더 아름다운가?
Would you rather always be slightly too cold or slightly too hot?	항상 약간 추운 환경 vs 항상 약간 더운 환경, 어느 것이 더 나은가?
If you could teleport anywhere right now, where would you go?	지금 즉시 텔레포트할 수 있다면, 어디로 가고 싶은가?
Would you rather be able to talk to animals or speak every language?	동물과 대화할 수 있는 능력 vs 모든 언어를 할 수 있는 능력, 어떤 것이 더 좋은가?
If you could live in any time period, past or future, when would it be?	어떤 시대에서 살 수 있다면, 과거와 미래 중 어디를 선택할 것인가?
If you had to live in a movie or TV show universe, which one would you pick?	하나의 영화나 TV 쇼 세계에서 살아야 한다면, 어디를 선택할 것인가?
If you could design a new app specifically for deepening friendships, what would it do?	소셜미디어를 우정을 더 깊이 만들어주는 도구로 사용한다면, 가장 좋은 방법은 무엇인가?
How do you know when an online friendship has become a "real" friendship?	온라인에서의 관계가 진짜 친구 관계로 변했다고 확신하는 순간은 언제인가?
If you had to delete all but one social media app, which one would you keep and why?	소셜미디어에서 하나의 앱만 남기고 다 삭제해야 한다면, 어떤 것을 남길 것인가?
Would you rather explore the deep ocean or outer space?	우주 탐험 vs 심해 탐험, 어떤 것이 더 흥미로운가?
If you could pause time whenever you wanted, how would you use it?	언제든 시간을 멈출 수 있는 능력이 있다면, 가장 많이 활용할 순간은 언제인가?
If your phone could talk, what embarrassing things would it say about you?	내 핸드폰이 말을 할 수 있다면, 나에 대해 어떤 창피한 비밀을 폭로할 것인가?
If you could swap lives with any fictional character for a week, who would it be?	하루 동안 가상의 캐릭터가 될 수 있다면, 누구를 선택할 것인가?
What's the weirdest conversation you've ever overheard?	지금까지 엿들어 본 대화 중 가장 이상했던 것은?
If you had to describe your personality in one emoji, what would it be?	나를 이모지 하나로 표현한다면?
What's the strangest food combination you actually love?	완전히 엉뚱한 음식 조합이지만 이상하게 맛있는 것은?
If you had to give up your favorite food or your favorite TV show, which one?	가장 좋아하는 음식 vs 가장 좋아하는 TV 쇼 중 하나를 포기해야 한다면, 무엇을 선택할 것인가?
If someone made a movie about your life, what genre would it be?	내 인생이 영화라면, 그 장르는 무엇이 될 것인가?
What's the first thing you do when you're home alone?	집에 혼자 있을 때 가장 먼저 하는 일은?
What's your most controversial opinion about social media?	소셜미디어에 대해 가지고 있는 가장 논란이 될 만한 의견은?
What's a social media trend that needs to end immediately?	당장 사라졌으면 하는 소셜미디어 트렌드는?
If you could create a new social media platform, what would be its main feature?	소셜미디어를 새롭게 만든다면, 가장 중요한 기능은 무엇인가?
If you could have dinner with any three historical figures, who would they be?	과거의 역사적 인물 3명과 저녁을 함께할 수 있다면, 누구를 선택할 것인가?
What's a superstition you secretly believe in?	완전히 근거 없는 미신이지만 믿고 있는 것이 있는가?
If you could invent a new holiday, what would it be?	새로운 공휴일을 만든다면, 무엇을 기념하고 싶은가?
If your life was a video game, what would your main power-up be?	내 인생이 비디오 게임이라면, 주인공의 주요 능력은 무엇인가?
What's the most chaotic thing that's ever happened on one of your trips?	여행 중 겪었던 가장 혼란스럽거나 예측 불가능했던 순간은?
If you could unread a book or unwatch a movie to experience it for the first time again, which one would you pick?	책이나 영화 중 하나를 처음 보는 것처럼 다시 경험할 수 있다면, 무엇을 선택할 것인가?
If you could erase one awkward moment from your life, what would it be?	인생에서 가장 어색했던 순간 하나를 삭제할 수 있다면, 어떤 것을 삭제할 것인가?
What's a fictional villain you lowkey agree with?	가상의 악당 중 은근히 이해가 가는 캐릭터가 있는가?
If you could live in a mansion or a tiny cozy cottage, which one would you choose?	호화로운 대저택 vs 아늑한 작은 오두막집, 어느 곳에서 살고 싶은가?
What's the weirdest thing you've ever Googled?	지금까지 검색한 것 중 가장 이상한 검색어는?
How do you decide what to post and what to keep private?	소셜미디어에서 무언가를 공유할지 말지 결정하는 기준은?
What's one thing you wish people posted more about?	사람들이 더 자주 포스팅했으면 하는 것은?
What's your biggest pet peeve about texting?	문자나 채팅할 때 가장 거슬리는 사소한 행동은?
If you could relive any past year of your life, which one would it be?	과거의 특정 해로 돌아갈 수 있다면, 언제로 가고 싶은가?
What's one thing you've done recently that made you proud?	최근에 했던 가장 자랑스러운 행동은?
If you could relive one moment in your life, what would it be?	다시 경험하고 싶은 순간이 있다면, 언제인가?
What's a random small thing that makes you ridiculously happy?	하루를 기분 좋게 만들어 주는 사소한 것은?
What's something about yourself that people often misunderstand?	사람들이 자주 오해하는 나의 성격적 특징은?
What's a piece of advice you try to live by?	항상 기억하고 싶은 중요한 인생 조언은?
What's one thing you wish more people knew about you?	사람들이 나에 대해 더 많이 알았으면 하는 것은?
If you had to pick a theme song for your life, what would it be?	내 인생을 위한 테마송이 있다면, 어떤 노래인가?
What's a personal achievement that nobody knows about?	남들이 모르는 나만의 작은 개인적 성취가 있는가?
If you had a personal slogan, what would it be?	내 삶을 한 문장으로 요약할 수 있다면, 무엇인가?
What's one piece of technology you could never live without?	절대 없이 살 수 없는 기술 제품이 있다면?
How many unread notifications do you have right now? Be honest.	지금 핸드폰에 있는 읽지 않은 알림 개수는?
If you could time-travel 20 years into the future, what do you think smartphones would look like?	20년 후의 스마트폰은 어떤 모습일까?
What's your guilty pleasure song?	들을 때마다 기분이 좋아지는 '죄책감 없는' 최애 노래는?
If you could only eat one meal for the rest of your life, what would it be?	평생 한 가지 음식만 먹어야 한다면, 무엇을 선택할 것인가?
What's your go-to dance move when nobody's watching?	아무도 안 볼 때 나만의 시그니처 댄스 동작은?
If you had a pet dragon, what would you name it?	반려동물이 있다면, 이름을 무엇이라고 지을 것인가?
What's a weird talent or useless skill you have?	완전히 쓸모없는 이상한 재능이 있다면?
What's a word you say way too much?	가장 자주 쓰는 말버릇은?
If you could be famous for something ridiculous, what would it be?	아무 의미 없이 유명해질 수 있다면, 어떤 이유로 유명해지고 싶은가?
What's the weirdest thing you believed as a kid?	어릴 때 믿었던 가장 황당한 미신은?
What's one dream you've never told anyone about?	한 번도 말한 적 없는 나의 꿈은?
If money wasn't an issue, what would you do with your life?	돈 걱정 없이 살 수 있다면, 무엇을 하고 싶은가?
What's your best strategy for starting a conversation with someone new?	새로운 사람과 대화를 시작할 때 가장 효과적인 방법은?
What's something you wish more people understood about you as a friend?	친구로서 사람들이 나에 대해 더 이해했으면 하는 점은?
How do you know when someone is a real friend vs. just an acquaintance?	진정한 친구와 단순한 지인의 차이는 무엇이라고 생각하는가?
What's one goal you want to accomplish this year?	올해 안에 꼭 이루고 싶은 목표가 있다면?
If you could master any skill instantly, what would it be?	순식간에 마스터할 수 있다면, 배우고 싶은 기술은?
Where do you see yourself in five years?	5년 후의 나는 어떤 모습일까?
What's a career you secretly think you'd be amazing at?	숨겨진 재능이 있어서 의외로 잘할 것 같은 직업은?
If you could open any kind of business, what would it be?	자신만의 사업을 시작할 수 있다면, 어떤 것을 해보고 싶은가?
If you could learn a language instantly, which one would you pick?	순식간에 하나의 언어를 배울 수 있다면, 어떤 언어를 선택할 것인가?
What's something on your bucket list that scares you?	버킷리스트 중 가장 두려운 도전은?
If you could travel back in time and give your younger self advice, what would it be?	과거로 돌아가 어린 시절의 나에게 조언할 수 있다면, 어떤 말을 해주겠는가?
If you woke up with a superpower tomorrow, what would it be?	내일 아침 초능력을 갖게 된다면, 어떤 능력을 원할 것인가?
You get to bring one fictional character to life—who do you choose?	하나의 가상 캐릭터를 현실로 데려올 수 있다면, 누구를 선택할 것인가?
If your best friend could describe you in one word, what would it be?	내 가장 친한 친구가 나를 한 단어로 표현한다면, 어떤 단어를 사용할까?
What's the weirdest way you've ever made a new friend?	가장 이상한 방식으로 친구를 사귄 경험이 있는가?
If you had to pick one song to play every time you walked into a room, what would it be?	방에 들어설 때마다 한 곡을 틀어야 한다면, 어떤 노래를 선택할 것인가?
If you had to live in a movie or TV show universe, which one would it be?	영화나 드라마 속 세계에서 살아야 한다면, 어떤 작품을 선택할 것인가?
If you could invent a holiday, what would it be?	새로운 공휴일을 만들 수 있다면, 무엇을 기념하고 싶은가?
What's the first thing you'd do if you were invisible for a day?	하루 동안 투명 인간이 된다면, 가장 먼저 무엇을 할 것인가?
If you could have dinner with any three people (dead or alive), who would they be?	과거와 현재를 통틀어 세 명과 저녁을 함께할 수 있다면, 누구를 선택할 것인가?
You get one wish, but it has to be kind of useless—what do you wish for?	하나의 소원을 빌 수 있지만, 쓸모없어야 한다면, 무엇을 빌겠는가?
What's something you'd redesign about the world if you could?	세상을 다시 디자인할 수 있다면, 어떤 것을 바꾸고 싶은가?
If you could swap lives with any person for a week, who would it be?	하루 동안 누구와 인생을 바꿀 수 있다면, 누구를 선택할 것인가?
What's something a good friend has done for you that you'll never forget?	친구가 나를 위해 해준 것 중 절대 잊지 못할 행동은?
If your life were a reality show, what would it be called?	내 인생이 리얼리티 쇼라면, 제목은 무엇인가?
What's your go-to inside joke with your friends?	친구들과 가장 자주 쓰는 내부 농담은?
What’s the weirdest thing you’ve ever accidentally said out loud?	무심코 말했는데 가장 웃겼던 말은?
If animals could talk, which one do you think would be the most annoying?	동물들이 말을 할 수 있다면, 가장 성가실 것 같은 동물은?
What’s the most ridiculous thing you’ve done just to avoid awkwardness?	어색한 상황을 피하기 위해 했던 가장 터무니없는 행동은?
What's something people assume about you that isn't true?	사람들이 나에 대해 흔히 하는 오해는?
If your friend group had a theme song, what would it be?	내 친구 그룹의 테마송이 있다면, 어떤 노래인가?
What's the funniest memory you have with your friends?	친구들과 함께했던 가장 웃긴 기억은?
If you and your best friend had a signature handshake, what would it include?	내 가장 친한 친구와 나만의 비밀 악수가 있다면, 어떤 동작이 포함될 것인가?
What's a friendship deal-breaker for you?	우정에서 절대 용납할 수 없는 것은?
If you could describe your personality as a meme, which one would it be?	내 성격을 밈으로 표현한다면, 어떤 밈이 가장 잘 맞을까?
What's something you love doing with your friends that never gets old?	친구들과 함께 하면 절대 질리지 않는 활동은?
What's the best piece of relationship advice you've ever heard?	내가 들었던 최고의 연애 조언은?
What's your most ridiculous deal-breaker?	내가 가진 가장 말도 안 되는 연애 기준은?
If your love life had a soundtrack, what song would be playing right now?	내 연애사가 OST를 가진다면, 어떤 노래가 어울릴까?
If your pet had a job, what would they do for a living?	내 반려동물이 직업을 가진다면, 어떤 일을 할 것인가?
What’s the worst possible name for a baby?	절대 아기 이름으로 짓고 싶지 않은 이름은?
If you had to live inside a video game, which one would you choose?	비디오 게임 속 세계에서 살 수 있다면, 어떤 게임을 선택할 것인가?
What's your ideal date idea?	이상적인 데이트 아이디어는?
If you had to sum up your past crushes in one word, what would it be?	내 과거의 짝사랑을 한마디로 요약한다면?
What's the worst pickup line you've ever heard?	지금까지 들은 최악의 픽업 라인은?
What's the weirdest reason you've ever had a crush on someone?	가장 황당한 이유로 누군가에게 끌렸던 적이 있는가?
What's something small that instantly makes you like someone?	누군가를 좋아하게 만드는 사소한 특징은?
What's your go-to comfort movie?	우울할 때 찾아보는 최애 영화는?
What's a hobby you wish you had more time for?	더 많은 시간을 투자하고 싶은 취미는?
If you could switch personalities with someone for a day, who would it be?	하루 동안 다른 사람의 성격을 가질 수 있다면, 누구의 성격을 선택할 것인가?
What's your toxic trait (in a funny way)?	내가 가진 가장 재미있는 '독특한 성격적 결함'은?
Are you more of a morning person or a night owl?	아침형 인간 vs 저녁형 인간, 어느 쪽인가?
What’s your go-to excuse when you don’t want to go out?	약속을 피하고 싶을 때 가장 많이 쓰는 변명은?
If your life had a laugh track, when would it play the most?	내 인생에 웃음 트랙이 깔린다면, 가장 많이 울리는 순간은 언제일까?
If your hometown had a slogan, what would it be?	내가 태어난 도시(또는 동네)의 슬로건을 만든다면, 뭐라고 적을 것인가?
Do you think you'd survive a zombie apocalypse? Why or why not?	좀비 아포칼립스에서 살아남을 수 있을까? 그 이유는?
What's a book, movie, or show that completely changed your perspective?	한 권의 책, 한 편의 영화 또는 한 개의 드라마가 내 인생관을 바꿨다면, 무엇인가?
If you could only wear one color for the rest of your life, what would it be?	평생 한 가지 색깔의 옷만 입어야 한다면, 어떤 색을 선택할 것인가?
What's your go-to way to unwind after a long day?	기분 전환을 위해 하는 나만의 작은 루틴이 있는가?
What's a trend you secretly love but never admit?	소셜미디어에서 사람들이 좋아하지만 나만 이해 못 하는 트렌드는?
Which celebrity do you think you'd actually be friends with?	어떤 유명인과 실제로 친구가 될 수 있을 것 같은가?
If you could bring back any old trend, what would it be?	지금 당장 다시 유행했으면 하는 과거의 패션 트렌드는?
What's a song lyric that perfectly describes your life right now?	내 인생을 노래 가사 한 줄로 요약한다면?
Which fictional character do you relate to the most?	완전히 나를 대변하는 드라마/영화 속 캐릭터는?
If you could erase one thing from pop culture history, what would it be?	대중문화에서 완전히 사라졌으면 하는 것은?
What’s a completely useless superpower you wish you had?	완전히 쓸모없지만 갖고 싶다고 생각하는 초능력은?
If you had to wear the same outfit every day, what would it be?	평생 한 가지 옷만 입어야 한다면, 어떤 스타일을 선택할 것인가?
What’s the dumbest thing you’ve ever been scared of?	한때 정말 겁먹었지만 지금은 말도 안 되는 두려움이었던 것은?
What's the most underrated show or movie of all time?	세상에서 가장 저평가된 영화 또는 드라마는?
If you had to live in a music video, which one would you pick?	뮤직비디오 속에서 살 수 있다면, 어떤 노래의 MV 속 세계를 선택할 것인가?
What's one thing that always restores your faith in humanity?	항상 인간성에 대한 희망을 갖게 만드는 것은?
What's something that will always be mysterious to you?	평생 풀리지 않을 것 같은 인생의 미스터리는?
If you had unlimited time, what would you do with it?	무제한의 시간이 주어진다면, 무엇을 하고 싶을까?
What's a lesson you learned the hard way?	삶에서 가장 중요한 교훈을 얻었던 순간은?
If you could master any skill overnight, what would it be and why?	어떤 기술을 순식간에 마스터할 수 있다면, 어떤 것을 선택할 것인가?
What's a small thing that makes your day instantly better?	작은 행동이지만 하루를 즉시 더 좋게 만들어 주는 것은?
What's something you've changed your mind about in the last year?	지난 1년 동안 생각이 바뀐 주제가 있는가?
What's a small highlight from your week so far?	이번 주 가장 기분 좋았던 작은 순간은?
What's something you never get tired of talking about?	몇 시간이고 떠들 수 있는 주제는?
Would you rather have the ability to never feel physical pain or emotional pain?	몸이 아닌 감정을 다치지 않는 능력 vs 감정이 아닌 몸이 다치지 않는 능력, 어느 것이 더 나은가?
If you could relive one day from the last 12 months, which day would you choose?	지난 12개월 동안 다시 살 수 있다면, 어떤 날을 선택할 것인가?
What's your unpopular opinion that you're willing to defend?	모두가 동의하지 않을 수도 있지만, 내가 강하게 믿는 의견은?
What was your dream job when you were 10 years old, and how has that changed?	어릴 때의 꿈이 무엇이었고, 지금은 어떻게 변했는가?
What three emojis describe your personality perfectly?	나를 완벽하게 표현하는 이모지 세 개는?
What's something you're proud of that you rarely get to talk about?	잘 드러내지 않지만 스스로 자랑스럽게 생각하는 것은?
If you had to teach a class on something, what would you teach?	강의할 수 있다면, 어떤 주제를 선택할 것인가?
What's a random skill you have that most people don't know about?	내가 의외로 잘하는 랜덤한 기술은?
What's something you're terrible at but wish you were good at?	절대 못하는데 잘하고 싶다고 생각하는 것은?
What's your most-used app that you'd never show on your screen time report?	핸드폰 사용 시간 보고 싶지 않은 앱이 있다면, 무엇인가?
If you could only eat one meal for the next month, what would it be?	한 달 동안 한 가지 음식만 먹어야 한다면, 어떤 것을 선택할 것인가?
What’s the weirdest thing you do when no one’s around?	혼자 있을 때만 하는 이상한 행동이 있는가?
If you had to switch lives with a cartoon character, who would it be?	만약 만화 캐릭터가 될 수 있다면, 누구를 선택할 것인가?
If your phone’s autocorrect could talk, what would it roast you about the most?	핸드폰 자동 완성이 내 비밀을 폭로한다면, 가장 많이 나올 말은?
What’s something so small but so annoying that it instantly ruins your day?	사소하지만 하루를 망치는 가장 짜증 나는 것은?
If you could replace one body part with something totally random (like a spoon for a hand), what would it be?	몸의 한 부분을 랜덤한 물건으로 교체해야 한다면, 무엇으로 바꾸겠는가?
What’s your personal theme park ride? (A rollercoaster of emotions? The never-ending lazy river?)	내 성격을 놀이공원 놀이기구로 표현한다면, 어떤 것인가?
If you could only communicate using one phrase for a week, what would it be?	일주일 동안 한 문장만 사용할 수 있다면, 어떤 문장을 선택할 것인가?
What’s something weird that your brain refuses to remember correctly?	내가 항상 틀리게 기억하는 무언가가 있다면?
If you had to legally change your name to something ridiculous, what would you pick?	완전히 터무니없는 법적 개명을 해야 한다면, 어떤 이름을 선택할 것인가?
If someone made a reality show about your life, what would it be called?	내 인생을 다룬 다큐멘터리가 있다면, 제목은 무엇인가?
What’s a movie or show that would be completely different if they replaced the main character with a cat?	주인공이 고양이로 바뀌면 완전히 달라질 영화/드라마는?
If you could get rid of one everyday inconvenience forever, what would it be?	일상에서 영원히 사라졌으면 하는 불편함은?
What’s the worst song to play at a wedding?	결혼식에서 절대 틀면 안 될 최악의 노래는?
If you had to be trapped in a TV commercial, which one would you pick?	광고 속 세상에 갇혀야 한다면, 어떤 광고 속에서 살고 싶은가?
What’s a random sound that always makes you laugh?	항상 나를 웃게 만드는 이상한 소리가 있다면?
If your dreams were turned into a TV show, what genre would it be?	내 꿈이 TV 쇼가 된다면, 어떤 장르일 것인가?
